,x,y,z,c
5000,-8.499039,-3.8644104,2.2534027,stairsdown
5001,-8.791824,-3.9358215,2.2724457,stairsdown
5002,-9.065567,-4.0429379999999995,2.2153167999999996,stairsdown
5003,-9.294083,-4.05484,2.2343597,stairsdown
5004,-9.570205999999999,-4.1143494,2.2581634999999998,stairsdown
5005,-9.765396,-4.0953064,2.210556,stairsdown
5006,-9.879653999999999,-4.0953064,2.2891082999999997,stairsdown
5007,-9.948685000000001,-4.0953064,2.2795867999999997,stairsdown
5008,-9.958206,-4.111969,2.2795867999999997,stairsdown
5009,-9.936783,-4.028656,2.2843475,stairsdown
5010,-9.834427,-3.9501038,2.255783,stairsdown
5011,-9.686844,-3.8691711000000004,2.293869,stairsdown
5012,-9.484511999999999,-3.8168029999999997,2.1867522999999998,stairsdown
5013,-9.346451,-3.7668152000000004,2.2724457,stairsdown
5014,-9.167923,-3.7287292,2.2986298,stairsdown
5015,-9.048903999999999,-3.6787415,2.3843231,stairsdown
5016,-8.920364,-3.6835022000000004,2.3724213,stairsdown
5017,-8.841812,-3.6644592000000005,2.5271453999999998,stairsdown
5018,-8.791824,-3.6192322,2.5295257999999996,stairsdown
5019,-8.746597,-3.6739807,2.5366668999999997,stairsdown
5020,-8.722794,-3.6144714,2.524765,stairsdown
5021,-8.691849000000001,-3.6263733,2.5319061,stairsdown
5022,-8.76326,-3.6549377,2.5985565,stairsdown
5023,-8.772781,-3.6858826000000002,2.5842742999999997,stairsdown
5024,-8.82991,-3.7144470000000003,2.5842742999999997,stairsdown
5025,-8.837050999999999,-3.6930237,2.6414032000000005,stairsdown
5026,-8.89418,-3.6716002999999997,2.7199554,stairsdown
5027,-9.001297000000001,-3.6620788999999996,2.7509002999999996,stairsdown
5028,-9.110794,-3.6216125,2.7413787999999997,stairsdown
5029,-9.172684,-3.566864,2.7651825,stairsdown
5030,-9.201248,-3.4906921000000004,2.7866058,stairsdown
5031,-9.251236,-3.47641,2.8508758999999997,stairsdown
5032,-9.298843,-3.4145203,2.8151702999999997,stairsdown
5033,-9.215530000000001,-3.4097595000000003,2.8151702999999997,stairsdown
5034,-9.189346,-3.4216614,2.896103,stairsdown
5035,-9.025101,-3.4097595000000003,2.9199066000000005,stairsdown
5036,-9.141739,-3.4145203,2.8484955000000003,stairsdown
5037,-8.879897999999999,-3.4716492,2.8342132999999996,stairsdown
5038,-8.782303,-3.5049744,2.8032684,stairsdown
5039,-8.663283999999999,-3.5406800000000005,2.7223357999999998,stairsdown
5040,-8.541885,-3.6120910000000004,2.7747040000000003,stairsdown
5041,-8.437149,-3.5740051,2.7413787999999997,stairsdown
5042,-8.332413,-3.6168517999999996,2.7199554,stairsdown
5043,-8.211014,-3.6001892,2.7342377,stairsdown
5044,-8.051528999999999,-3.5811462,2.793747,stairsdown
5045,-7.9658356,-3.5382995999999998,2.698532,stairsdown
5046,-7.832535000000001,-3.4645080000000004,2.7104340000000002,stairsdown
5047,-7.6397247,-3.4978333,2.7223357999999998,stairsdown
5048,-7.454056,-3.4573669999999996,2.691391,stairsdown
5049,-7.2517242,-3.4288025,2.6390228,stairsdown
5050,-7.013686999999999,-3.4240417,2.7104340000000002,stairsdown
5051,-6.818496700000001,-3.4335632000000005,2.6747284,stairsdown
5052,-6.5685577,-3.5144957999999997,2.6295013,stairsdown
5053,-6.313858,-3.5549622000000003,2.6175995,stairsdown
5054,-6.0686800000000005,-3.5954285,2.5723724,stairsdown
5055,-5.868728599999999,-3.643036,2.5676117,stairsdown
5056,-5.7282867,-3.6716002999999997,2.5200042999999996,stairsdown
5057,-5.6116486,-3.7239685,2.4271697999999997,stairsdown
5058,-5.5164337,-3.7287292,2.3819427,stairsdown
5059,-5.456924400000001,-3.7287292,2.331955,stairsdown
5060,-5.495010400000001,-3.7549133,2.3438567999999997,stairsdown
5061,-5.5354767,-3.7430114999999997,2.3248138,stairsdown
5062,-5.6497345,-3.7644347999999996,2.3557587000000004,stairsdown
5063,-5.737808,-3.676361,2.3010101,stairsdown
5064,-5.852066000000001,-3.6977843999999997,2.2462616,stairsdown
5065,-5.8996735000000005,-3.5644836000000004,2.1938934,stairsdown
5066,-6.0567779999999996,-3.4645080000000004,2.127243,stairsdown
5067,-6.140091,-3.3811949999999995,2.1605682,stairsdown
5068,-6.109146,-3.3002625,2.0153656000000004,stairsdown
5069,-6.1067656999999995,-3.2074279999999997,1.9653778000000002,stairsdown
5070,-6.049637000000001,-3.1479187,1.7892303,stairsdown
5071,-6.0353546,-3.1479187,1.748764,stairsdown
5072,-5.961563,-3.2098082999999997,1.6916351000000003,stairsdown
5073,-5.954422,-3.2002869,1.4988251,stairsdown
5074,-5.923477,-3.2431335,1.3369598,stairsdown
5075,-5.9282379999999995,-3.3383483999999997,1.2155608999999998,stairsdown
5076,-6.0567779999999996,-3.4311828999999996,1.0822601,stairsdown
5077,-6.1757965,-3.5763855,0.863266,stairsdown
5078,-6.344803,-3.650177,0.80137634,stairsdown
5079,-6.561416599999999,-3.7239685,0.6228484999999999,stairsdown
5080,-6.820877,-3.8572693,0.5157318000000001,stairsdown
5081,-7.1374664,-3.9310608,0.44670105,stairsdown
5082,-7.4659576,-4.016754,0.318161,stairsdown
5083,-7.770645,-4.081024,0.13249207,stairsdown
5084,-8.068192,-4.1143494,0.044418335,stairsdown
5085,-8.353836,-4.1214905,0.039657593,stairsdown
5086,-8.589493,-4.1095885999999995,0.022994995,stairsdown
5087,-8.863235000000001,-4.040558,0.08488464,stairsdown
5088,-9.025101,-3.9977112,0.008712769,stairsdown
5089,-9.079849000000001,-3.8144226000000003,-0.11268616,stairsdown
5090,-9.070328,-3.7263489,-0.26979065,stairsdown
5091,-9.106033,-3.6477966,-0.26026917,stairsdown
5092,-9.053664999999999,-3.5978087999999997,-0.28407288,stairsdown
5093,-9.077469,-3.5787659,-0.291214,stairsdown
5094,-9.134598,-3.6120910000000004,-0.32929993,stairsdown
5095,-9.284561,-3.6263733,-0.32691956,stairsdown
5096,-9.503555,-3.73349,-0.31025696,stairsdown
5097,-9.832046499999999,-3.8120422,-0.3483429,stairsdown
5098,-10.250992,-3.9429626000000004,-0.2745514,stairsdown
5099,-10.772293,-4.0762634,-0.3650055,stairsdown
5100,-11.372147,-4.185760500000001,-0.30787659999999994,stairsdown
5101,-12.095778999999999,-4.2809753,-0.3483429,stairsdown
5102,-12.924149,-4.3404846,-0.2983551,stairsdown
5103,-13.83345,-4.4309387000000005,-0.35072327,stairsdown
5104,-14.890335,-4.3642883,-0.45069885,stairsdown
5105,-16.01387,-4.226227,-0.6054229999999999,stairsdown
5106,-17.199295000000003,-4.0691223,-0.9339142,stairsdown
5107,-18.25142,-3.888214,-1.1338654,stairsdown
5108,-19.236893,-3.5882873999999996,-1.5123444,stairsdown
5109,-19.669525,-3.290741,-1.8813019,stairsdown
5110,-19.669525,-2.8813171000000004,-2.1788483,stairsdown
5111,-19.669525,-2.412384,-2.5192412999999996,stairsdown
5112,-19.669525,-1.9791564999999998,-2.7644196,stairsdown
5113,-19.669525,-1.5649719,-3.0453033,stairsdown
5114,-19.15834,-1.2864685,-3.0453033,stairsdown
5115,-18.475174,-1.1198424999999999,-3.0214996,stairsdown
5116,-17.772964,-1.0746155000000002,-3.0095978,stairsdown
