,x,y,z,c
7500,-0.19810486,0.25930786,0.91290283,stairsdown
7501,-0.25791929999999996,0.22833252,0.9043578999999999,stairsdown
7502,-0.3134613,0.20483398,0.8968811,stairsdown
7503,-0.35298157,0.17813110000000001,0.8840636999999999,stairsdown
7504,-0.38395690000000005,0.16317749,0.87124634,stairsdown
7505,-0.39891052,0.14929199,0.8552245999999999,stairsdown
7506,-0.39570618,0.14608765,0.83706665,stairsdown
7507,-0.37007140000000005,0.14074707,0.81570435,stairsdown
7508,-0.32521057,0.14608765,0.79434204,stairsdown
7509,-0.2632599,0.16317749,0.77404785,stairsdown
7510,-0.17460632,0.18560791,0.756958,stairsdown
7511,-0.064590454,0.20910645,0.7420044,stairsdown
7512,0.059310913,0.22833252,0.7345276,stairsdown
7513,0.19496155,0.24969482,0.7281189,stairsdown
7514,0.34342957,0.269989,0.71743774,stairsdown
7515,0.49617004,0.28494263,0.7078247,stairsdown
7516,0.6489105,0.2966919,0.6939392,stairsdown
7517,0.80378723,0.30203247,0.6779175000000001,stairsdown
7518,0.9490509,0.30630493,0.6576233,stairsdown
7519,1.0804291000000001,0.31057740000000006,0.63412476,stairsdown
7520,1.2011261,0.31378174,0.60635376,stairsdown
7521,1.3047333,0.31698608,0.5743103,stairsdown
7522,1.3912506000000002,0.31698608,0.5379944000000001,stairsdown
7523,1.4606781,0.31591797,0.49847412,stairsdown
7524,1.506607,0.3180542,0.45040894,stairsdown
7525,1.5407867,0.31378174,0.39913940000000003,stairsdown
7526,1.5610808999999999,0.2966919,0.3425293,stairsdown
7527,1.5685577,0.26571655,0.28271484,stairsdown
7528,1.562149,0.22299194,0.22503662,stairsdown
7529,1.5493317,0.17492676,0.16415405,stairsdown
7530,1.5311736999999999,0.11831665,0.09579468,stairsdown
7531,1.4991302,0.057434082000000004,0.023162842000000003,stairsdown
7532,1.4532013000000001,-0.0034484859999999997,-0.05694580000000001,stairsdown
7533,1.3933868,-0.054718018,-0.13812256,stairsdown
7534,1.3196868999999998,-0.10278319999999999,-0.22143555,stairsdown
7535,1.2321014,-0.15618896,-0.31222534,stairsdown
7536,1.1338348,-0.20959473,-0.40621948,stairsdown
7537,1.0248871,-0.25445557,-0.50341797,stairsdown
7538,0.9138030999999999,-0.30145264,-0.6016845999999999,stairsdown
7539,0.8027191,-0.34951782,-0.6999512,stairsdown
7540,0.69377136,-0.397583,-0.7982178000000001,stairsdown
7541,0.58909607,-0.44351196,-0.89328,stairsdown
7542,0.48762512,-0.4883728,-0.9830017,stairsdown
7543,0.3957672,-0.5353699000000001,-1.069519,stairsdown
7544,0.3113861,-0.56848145,-1.1581726,stairsdown
7545,0.23448181,-0.6058655,-1.2468261999999999,stairsdown
7546,0.16184998,-0.64004517,-1.337616,stairsdown
7547,0.08708191,-0.6624755999999999,-1.4219971000000002,stairsdown
7548,0.009109497,-0.684906,-1.5031738000000001,stairsdown
7549,-0.073135376,-0.70840454,-1.5800781000000002,stairsdown
7550,-0.16499329,-0.73831177,-1.6537781000000003,stairsdown
7551,-0.27287292,-0.7703552,-1.7210693,stairsdown
7552,-0.39463806,-0.80773926,-1.7851563000000001,stairsdown
7553,-0.5313568000000001,-0.8461914,-1.848175,stairsdown
7554,-0.6830291999999999,-0.88357544,-1.9090576000000001,stairsdown
7555,-0.83683777,-0.9177550999999999,-1.9699402,stairsdown
7556,-0.987442,-0.94659424,-2.0318909,stairsdown
7557,-1.1327056999999998,-0.9711609,-2.0927734,stairsdown
7558,-1.2704926,-0.9871825999999999,-2.1493835,stairsdown
7559,-1.3997344999999999,-0.9914550999999999,-2.2017212,stairsdown
7560,-1.5182953000000001,-0.9850464,-2.246582,stairsdown
7561,-1.6154938,-0.96795654,-2.2914429,stairsdown
7562,-1.6977386000000003,-0.9359130999999999,-2.3330994,stairsdown
7563,-1.7650298999999998,-0.8931885,-2.3694153,stairsdown
7564,-1.8162994,-0.8472594999999999,-2.4003906,stairsdown
7565,-1.8547516,-0.79385376,-2.4270935000000002,stairsdown
7566,-1.8803863999999997,-0.73831177,-2.4452515,stairsdown
7567,-1.8899993999999998,-0.6902465999999999,-2.4634093999999997,stairsdown
7568,-1.8921356,-0.6368408,-2.4740906000000003,stairsdown
7569,-1.8782501,-0.5845031999999999,-2.4826354999999998,stairsdown
7570,-1.8483429,-0.53323364,-2.4879759999999997,stairsdown
7571,-1.8056183000000001,-0.48944092,-2.4826354999999998,stairsdown
7572,-1.7511444,-0.44778442,-2.4708862000000003,stairsdown
7573,-1.6870575,-0.41253662,-2.4516602,stairsdown
7574,-1.6186981000000003,-0.38476563,-2.4270935000000002,stairsdown
7575,-1.5471344,-0.3623352,-2.39505,stairsdown
7576,-1.4745026,-0.34310913,-2.357666,stairsdown
7577,-1.3943938999999999,-0.32815552,-2.32135,stairsdown
7578,-1.3100128,-0.31427002,-2.283966,stairsdown
7579,-1.219223,-0.30145264,-2.2433777000000004,stairsdown
7580,-1.1305695,-0.27581787,-2.200653,stairsdown
7581,-1.0387115,-0.2565918,-2.1589966,stairsdown
7582,-0.9361725000000001,-0.23416138,-2.1087952000000003,stairsdown
7583,-0.82081604,-0.21600342,-2.0553894,stairsdown
7584,-0.6915741,-0.19784546,-1.9966431,stairsdown
7585,-0.5527191,-0.17434692,-1.9357605,stairsdown
7586,-0.40745544,-0.1519165,-1.8727417000000002,stairsdown
7587,-0.25791929999999996,-0.12948608,-1.8150635,stairsdown
7588,-0.10304260000000001,-0.10812378,-1.7573853,stairsdown
7589,0.04862976,-0.08996582,-1.7018433000000002,stairsdown
7590,0.19709778,-0.06967163,-1.6484375,stairsdown
7591,0.3391571,-0.04724121,-1.6003723,stairsdown
7592,0.47053528,-0.026947021,-1.5565796,stairsdown
7593,0.5912323,-0.007720947,-1.5170593,stairsdown
7594,0.69911194,0.010437011999999999,-1.4796753,stairsdown
7595,0.8005829000000001,0.02218628,-1.4433593999999998,stairsdown
7596,0.88923645,0.027526855,-1.4091797,stairsdown
7597,0.968277,0.023254395,-1.3771361999999998,stairsdown
7598,1.1359711000000001,-0.02053833,-1.2959595,stairsdown
7599,1.1690826,-0.039764403999999996,-1.2724608999999998,stairsdown
7600,1.0345001,0.012573242,-1.3482971000000001,stairsdown
7601,1.0921783,-0.0034484859999999997,-1.3226624,stairsdown
7602,1.1925812,-0.056854247999999996,-1.24469,stairsdown
7603,1.209671,-0.0675354,-1.2158508,stairsdown
7604,1.2171478,-0.07394409,-1.1859436,stairsdown
7605,1.2160796999999999,-0.07714844,-1.152832,stairsdown
7606,1.2053986,-0.07714844,-1.1165161,stairsdown
7607,1.1861725,-0.07608032,-1.0802002,stairsdown
7608,1.1605377000000001,-0.08035278,-1.0449524,stairsdown
7609,1.1284943,-0.09210205,-1.0118408,stairsdown
7610,1.0814972,-0.10491943,-0.9755249,stairsdown
7611,0.5559845,-0.17755127,-0.68499756,stairsdown
7612,0.64463806,-0.16046143,-0.7234497,stairsdown
7613,0.7300873000000001,-0.14871216,-0.76297,stairsdown
7614,0.81126404,-0.14016724,-0.8056946,stairsdown
7615,0.95973206,-0.12948608,-0.8975525,stairsdown
7616,1.0259552,-0.11987305,-0.93814087,stairsdown
7617,0.88923645,-0.13482666,-0.8505554,stairsdown
7618,0.46626282,-0.19891357,-0.6401366999999999,stairsdown
7619,0.37440490000000004,-0.22561646,-0.59420776,stairsdown
7620,0.2836151,-0.25338745,-0.54507446,stairsdown
7621,0.19068909,-0.28115845,-0.49487305,stairsdown
7622,0.09669495,-0.30892944,-0.44680786,stairsdown
7623,-0.00050354,-0.33242798,-0.39874268,stairsdown
7624,-0.093429565,-0.34310913,-0.3453369,stairsdown
7625,-0.18528748,-0.34204102,-0.29086304,stairsdown
7626,-0.3615265,-0.2918396,-0.15734863,stairsdown
7627,-0.2782135,-0.32388306,-0.22784424,stairsdown
7628,-0.44163513,-0.24911499,-0.08258057,stairsdown
7629,-0.5089264,-0.19998169,-0.002471924,stairsdown
7630,-0.5655365,-0.15084839,0.08404541,stairsdown
7631,-0.61039734,-0.10491943,0.17376709,stairsdown
7632,-0.64030457,-0.06539917,0.26989746,stairsdown
7633,-0.6573944,-0.03656006,0.37030029999999997,stairsdown
7634,-0.6573944,-0.009857178000000001,0.48138428,stairsdown
7635,-0.6435088999999999,0.012573242,0.59780884,stairsdown
7636,-0.21092224,0.39068604,1.8272095000000002,stairsdown
7637,-0.26112366,0.353302,1.6947631999999997,stairsdown
7638,-0.36579895,0.24969482,1.4266663,stairsdown
7639,-0.42027283,0.19415283,1.285675,stairsdown
7640,-0.3134613,0.3041687,1.5623169,stairsdown
7641,-0.5302887,0.099090576,0.99728394,stairsdown
7642,-0.57728577,0.06384277,0.85736084,stairsdown
7643,-0.6157379,0.036071777,0.7227783,stairsdown
7644,-0.47581482,0.14181519,1.1414795,stairsdown
7645,0.5559845,0.57974243,2.546051,stairsdown
7646,-0.1585846,0.41952515,1.952179,stairsdown
7647,-0.10624695,0.4440918,2.0664673,stairsdown
7648,-0.044296265,0.46118164,2.1690063,stairsdown
7649,0.028335571,0.47399902,2.2619324,stairsdown
7650,0.11378479,0.4868164000000001,2.3431091,stairsdown
7651,0.21098328,0.50390625,2.4136047,stairsdown
7652,0.3177948,0.52526855,2.4702148,stairsdown
7653,0.43208313,0.5509033,2.5129395,stairsdown
7654,0.7952423000000001,0.65237427,2.5951842999999997,stairsdown
7655,0.91166687,0.6886901999999999,2.6154785,stairsdown
7656,0.67774963,0.6117859,2.5716857999999996,stairsdown
7657,1.0291595,0.7260741999999999,2.6357727000000004,stairsdown
7658,1.1466522,0.75704956,2.6539307,stairsdown
7659,1.265213,0.77734375,2.6688842999999998,stairsdown
7660,1.3762969999999999,0.8019104,2.6710205,stairsdown
7661,1.4766998,0.8232726999999999,2.6517944,stairsdown
7662,1.5632172,0.82540894,2.6240234,stairsdown
7663,1.6379852,0.82006836,2.5941162,stairsdown
7664,1.7052764999999999,0.8093872,2.565277,stairsdown
7665,1.7608185,0.8008423000000001,2.5321655,stairsdown
7666,1.8078156000000003,0.79016113,2.4873047,stairsdown
7667,1.839859,0.77841187,2.4317627,stairsdown
7668,1.8601531999999998,0.7677307,2.3676757999999998,stairsdown
7669,1.8633575,0.76239014,2.296112,stairsdown
7670,1.8505401999999997,0.7591858,2.222412,stairsdown
7671,1.8152924,0.76239014,2.1508484,stairsdown
7672,1.7576141,0.76986694,2.082489,stairsdown
7673,1.6700287,0.7826843000000001,2.018402,stairsdown
7674,1.5589447,0.79763794,1.9575195,stairsdown
7675,1.4243622,0.80404663,1.896637,stairsdown
7676,1.2609406,0.8083191,1.8368224999999998,stairsdown
7677,1.0761566,0.8008423000000001,1.7780761999999999,stairsdown
7678,0.8710785,0.7816162,1.7129211,stairsdown
7679,0.6489105,0.751709,1.6531067,stairsdown
7680,0.4160614,0.71432495,1.5954285,stairsdown
7681,0.18000793,0.67160034,1.5388184,stairsdown
7682,-0.050704955999999995,0.61499023,1.4800719999999998,stairsdown
7683,-0.27928162,0.56051636,1.4234619,stairsdown
7684,-0.50038147,0.5135193,1.3679199,stairsdown
7685,-0.70225525,0.46972656,1.3177185,stairsdown
7686,-0.8795624,0.42486572,1.2749939,stairsdown
7687,-1.0419159,0.3885498,1.2418823,stairsdown
7688,-1.1786346,0.3597107,1.2119751,stairsdown
7689,-1.2993317,0.33621216,1.1852722,stairsdown
7690,-1.4029388,0.31271362,1.1607056,stairsdown
7691,-1.4958649,0.29135132,1.1382751,stairsdown
7692,-1.5802459999999998,0.26251220000000003,1.117981,stairsdown
7693,-1.6518096999999998,0.22833252,1.0944824,stairsdown
7694,-1.7126922999999998,0.18560791,1.0677795,stairsdown
7695,-1.7575531000000002,0.14929199,1.0432129,stairsdown
7696,-1.7767792000000002,0.110839844,1.0207825000000001,stairsdown
7697,-1.7703705,0.0798645,0.99942017,stairsdown
7698,-1.7447357,0.06384277,0.9812622,stairsdown
